PMID,Amount,Country,Region,ISO3
29736750,417,USA,North America,USA
29737274,267,UK,Europe,GBR
29737533,64,Austria,Europe,AUT
29737801,240,Iran,Middle East,IRN
29737804,120,China,Asia-Pacific,CHN
29738358,420,USA,North America,USA
29738412,90,USA,North America,USA
29738561,315,USA,North America,USA
29738810,60,Japan,Asia-Pacific,JPN
29739374,270,Kenya,Africa,KEN
29739378,284,Zimbabwe,Africa,ZWE
29739782,35,UK,Europe,GBR
29740015,9,Japan,Asia-Pacific,JPN
29740733,282,USA,North America,USA
29741558,128,Australia,Asia-Pacific,AUS
29741564,190,UK,Europe,GBR
29741594,212,Kenya,Africa,KEN
29741714,93,USA,North America,USA
29741798,71,USA,North America,USA
29742109,50,Switzerland,Europe,CHE
29742243,97,USA,North America,USA
29742263,18,Brazil,South America,BRA
29742587,17,USA,North America,USA
29742656,95,USA,North America,USA
29742712,384,USA,North America,USA
29742960,119,USA,North America,USA
29742967,300,Australia,Asia-Pacific,AUS
29743040,259,Sweden,Europe,SWE
29743064,144,UK,Europe,GBR
29743098,40,Italy,Europe,ITA
29743105,192,Uganda,Africa,UGA
29743149,148,Australia,Asia-Pacific,AUS
29743284,180,Netherlands,Europe,NLD
29743322,266,India,Asia-Pacific,IND
29743330,160,USA,North America,USA
29743334,50,UK,Europe,GBR
29743380,138,Japan,Asia-Pacific,JPN
29743826,21,UK,Europe,GBR
29743827,11,Brazil,South America,BRA
29744804,66,USA,North America,USA
29744866,606,Norway,Europe,NOR
29744950,65,UK,Europe,GBR
29745441,328,Italy,Europe,ITA
29745626,16,Italy,Europe,ITA
29745627,16,Italy,Europe,ITA
29745885,60,Netherlands,Europe,NLD
29746264,154,USA,North America,USA
29746376,308,Uganda,Africa,UGA
29746536,200,Sweden,Europe,SWE
29746713,78,USA,North America,USA
29746813,68,Malawi,Africa,MWI
29746823,38,USA,North America,USA
29746993,64,Iran,Middle East,IRN
29747583,57,USA,North America,USA
29747594,79,Australia,Asia-Pacific,AUS
29747616,167,Thailand,Asia-Pacific,THA
29747625,220,Syria,Middle East,SYR
29747706,104,Netherlands,Europe,NLD
29747834,107,China,Asia-Pacific,CHN
29748109,404,Japan,Asia-Pacific,JPN
29748180,99,Australia,Asia-Pacific,AUS
29748192,420,USA,North America,USA
29748420,108,UK,Europe,GBR
29748736,50,Sweden,Europe,SWE
29749363,287,India,Asia-Pacific,IND
29749718,28,Mexico,North America,MEX
29749803,93,Australia,Asia-Pacific,AUS
29750023,87,Netherlands,Europe,NLD
29750027,184,Japan,Asia-Pacific,JPN
29750261,178,USA,North America,USA
29750362,167,USA,North America,USA
29750366,70,South Africa,Africa,ZAF
29750367,69,South Africa,Africa,ZAF
29750475,86,USA,North America,USA
29750773,210,China,Asia-Pacific,CHN
29750828,718,Colombia,South America,COL
29750924,197,USA,North America,USA
29751442,540,Mongolia,Asia-Pacific,MNG
29751507,70,Brazil,South America,BRA
29751801,5130,Netherlands,Europe,NLD
29752026,409,Niger,Africa,NER
29752179,291,Canada,North America,CAN
29752528,336,Netherlands,Europe,NLD
29752620,44,USA,North America,USA
29754029,64,USA,North America,USA
29754267,432,USA,North America,USA
29754651,830,USA,North America,USA
29754811,42,Australia,Asia-Pacific,AUS
29754836,104,UK,Europe,GBR
29756483,70,USA,North America,USA
29756523,126,Indonesia,Asia-Pacific,IDN
29757058,587,UK,Europe,GBR
29757889,28,USA,North America,USA
29757933,650,China,Asia-Pacific,CHN
29758038,726,USA,North America,USA
29758176,731,Malawi,Africa,MWI
29758184,194,India,Asia-Pacific,IND
29758356,133,USA,North America,USA
29758380,475,USA,North America,USA
29759061,139,India,Asia-Pacific,IND
29759512,599,USA,North America,USA
29759616,66,USA,North America,USA
29759709,24,USA,North America,USA
29759717,54,USA,North America,USA
29760027,247,Canada,North America,CAN
29760054,651,China,Asia-Pacific,CHN
29760878,24,Australia,Asia-Pacific,AUS
29761751,387,UK,Europe,GBR
29761861,335,USA,North America,USA
29762043,37,USA,North America,USA
29762471,18,Switzerland,Europe,CHE
29762709,500,Uganda,Africa,UGA
29762909,36,USA,North America,USA
29763353,178,Saudi Arabia,Middle East,SAU
29763434,383,Norway,Europe,NOR
29763623,121,UK,Europe,GBR
29763657,50,USA,North America,USA
29763659,20,Japan,Asia-Pacific,JPN
29763713,950,Australia,Asia-Pacific,AUS
29764246,188,India,Asia-Pacific,IND
29764260,126,China,Asia-Pacific,CHN
29764409,80,China,Asia-Pacific,CHN
29764419,197,Kenya,Africa,KEN
29764716,16,USA,North America,USA
29765213,910,Germany,Europe,DEU
29766330,60,Poland,Europe,POL
29766633,58,Japan,Asia-Pacific,JPN
29766636,433,Japan,Asia-Pacific,JPN
29766750,488,USA,North America,USA
29766842,404,UK,Europe,GBR
29767639,14,USA,North America,USA
29767754,900,USA,North America,USA
29768301,920,USA,North America,USA
29768340,22,Japan,Asia-Pacific,JPN
29768465,54,India,Asia-Pacific,IND
29768525,363,Colombia,South America,COL
29769106,20,USA,North America,USA
29769247,494,UK,Europe,GBR
29769818,11,Brazil,South America,BRA
29769828,13,Japan,Asia-Pacific,JPN
29769829,18,USA,North America,USA
29769831,50,Germany,Europe,DEU
29769834,20,Belgium,Europe,BEL
29770445,847,USA,North America,USA
29770528,354,USA,North America,USA
29770623,96,Thailand,Asia-Pacific,THA
29771390,481,Bangladesh,Asia-Pacific,BGD
29771567,26,Tunisia,Africa,TUN
29771596,48,Japan,Asia-Pacific,JPN
29772387,129,USA,North America,USA
29772839,232,UK,Europe,GBR
29772982,33,Canada,North America,CAN
29773490,109,USA,North America,USA
29773516,696,Ethiopia,Africa,ETH
29773539,366,New Zealand,Asia-Pacific,NZL
29773696,78,South Korea,Asia-Pacific,KOR
29773717,174,USA,North America,USA
29773947,180,USA,North America,USA
29774628,459,Japan,Asia-Pacific,JPN
29774635,106,Japan,Asia-Pacific,JPN
29775246,68,USA,North America,USA
29775805,755,Netherlands,Europe,NLD
29776444,360,Netherlands,Europe,NLD
29776750,144,Philippines,Asia-Pacific,PHL
29776899,64,USA,North America,USA
29776961,112,Denmark,Europe,DNK
29776990,97,USA,North America,USA
29777115,9,Taiwan,Asia-Pacific,TWN
29777144,50,Brazil,South America,BRA
29777278,195,China,Asia-Pacific,CHN
29777534,254,Brazil,South America,BRA
29777823,850,USA,North America,USA
29777950,88,USA,North America,USA
29777952,64,Belgium,Europe,BEL
29777953,50,Spain,Europe,ESP
29778325,232,UK,Europe,GBR
29778331,350,USA,North America,USA
29778340,118,USA,North America,USA
29778861,401,UK,Europe,GBR
29779247,520,Germany,Europe,DEU
29779821,126,Malaysia,Asia-Pacific,MYS
29779961,51,Canada,North America,CAN
29779983,64,USA,North America,USA
29780062,27,Japan,Asia-Pacific,JPN
29780236,60,South Korea,Asia-Pacific,KOR
29780829,34,USA,North America,USA
29781315,90,China,Asia-Pacific,CHN
29781385,165,USA,North America,USA
29781884,100,USA,North America,USA
29782049,159,USA,North America,USA
29782065,602,India,Asia-Pacific,IND
29782075,912,Australia,Asia-Pacific,AUS
29782224,210,Belgium,Europe,BEL
29783689,316,Nepal,Asia-Pacific,NPL
29783942,244,Denmark,Europe,DNK
29783962,120,Australia,Asia-Pacific,AUS
29783974,219,Australia,Asia-Pacific,AUS
29783983,67,Australia,Asia-Pacific,AUS
29784004,128,Germany,Europe,DEU
29784009,552,Germany,Europe,DEU
29784470,750,Lebanon,Middle East,LBN
29784634,183,Germany,Europe,DEU
29784890,172,Iran,Middle East,IRN
29785101,140,USA,North America,USA
29785102,20,China,Asia-Pacific,CHN
29785103,161,China,Asia-Pacific,CHN
29785466,101,Norway,Europe,NOR
29785716,222,Italy,Europe,ITA
29785925,109,Malawi,Africa,MWI
29785926,321,UK,Europe,GBR
29786898,126,USA,North America,USA
29787288,190,USA,North America,USA
29787488,98,China,Asia-Pacific,CHN
29787732,144,India,Asia-Pacific,IND
29787743,147,Italy,Europe,ITA
29787858,278,USA,North America,USA
29787953,994,Japan,Asia-Pacific,JPN
29788227,941,USA,North America,USA
29788253,208,Netherlands,Europe,NLD
29788345,27,Sierra Leone,Africa,SLE
29788346,12000,Sierra Leone,Africa,SLE
29788920,40,Norway,Europe,NOR
29788977,385,USA,North America,USA
29789238,67,USA,North America,USA
29789278,269,Netherlands,Europe,NLD
29789302,196,UK,Europe,GBR
29789365,450,China,Asia-Pacific,CHN
29789507,12,Brazil,South America,BRA
29789607,416,Netherlands,Europe,NLD
29789611,20,USA,North America,USA
29789878,117,Canada,North America,CAN
29790072,114,USA,North America,USA
29790073,1701,USA,North America,USA
29790221,121,Norway,Europe,NOR
29790804,16,Iran,Middle East,IRN
29791247,142,USA,North America,USA
29791259,600,USA,North America,USA
29791275,35,USA,North America,USA
29791681,85,Brazil,South America,BRA
29791822,249,France,Europe,FRA
29792081,280,USA,North America,USA
29792202,710,Australia,Asia-Pacific,AUS
29792215,187,Denmark,Europe,DNK
29792226,118,Sweden,Europe,SWE
29792232,128,Brazil,South America,BRA
29792241,135,USA,North America,USA
29792287,23,Belgium,Europe,BEL
29792370,13,Japan,Asia-Pacific,JPN
29792485,31,USA,North America,USA
29793451,169,Netherlands,Europe,NLD
29793516,20,Germany,Europe,DEU
29793527,244,Germany,Europe,DEU
29793869,388,USA,North America,USA
29793929,105,UK,Europe,GBR
29794092,72,Poland,Europe,POL
29794099,501,Austria,Europe,AUT
29794283,838,Norway,Europe,NOR
29794305,89,Nigeria,Africa,NGA
29794530,55,USA,North America,USA
29794738,40,USA,North America,USA
29794761,38,South Korea,Asia-Pacific,KOR
29794793,40,China,Asia-Pacific,CHN
29795005,41,USA,North America,USA
29795028,113,Hungary,Europe,HUN
29795123,60,UK,Europe,GBR
29795314,56,USA,North America,USA
29795315,208,USA,North America,USA
29795366,415,Finland,Europe,FIN
29795368,161,Australia,Asia-Pacific,AUS
29795403,35,Germany,Europe,DEU
29795579,153,South Africa,Africa,ZAF
29795665,61,USA,North America,USA
29796238,45,China,Asia-Pacific,CHN
29796671,58,USA,North America,USA
29796932,102,Sweden,Europe,SWE
29798745,50,Cambodia,Asia-Pacific,KHM
29798776,309,Spain,Europe,ESP
29798778,452,Switzerland,Europe,CHE
29798795,259,Canada,North America,CAN
29798889,193,USA,North America,USA
29798953,119,India,Asia-Pacific,IND
29799099,334,Spain,Europe,ESP
29799130,27,USA,North America,USA
29799676,46,USA,North America,USA
29799871,234,France,Europe,FRA
29799915,10,USA,North America,USA
29799968,428,USA,North America,USA
29800001,182,USA,North America,USA
29800014,130,Uganda,Africa,UGA
29800026,62,Japan,Asia-Pacific,JPN
29800048,179,USA,North America,USA
29800096,757,USA,North America,USA
29800179,250,Sweden,Europe,SWE
29800180,300,USA,North America,USA
29800211,875,USA,North America,USA
29800212,848,Australia,Asia-Pacific,AUS
29800234,101,USA,North America,USA
29800295,365,UK,Europe,GBR
29800338,101,USA,North America,USA
29800408,77,USA,North America,USA
29800584,417,USA,North America,USA
29800954,321,USA,North America,USA
29801011,406,USA,North America,USA
29801012,631,Canada,North America,CAN
29801061,600,USA,North America,USA
29801063,318,Japan,Asia-Pacific,JPN
29801081,261,China,Asia-Pacific,CHN
29801156,465,USA,North America,USA
29801482,821,Malawi,Africa,MWI
29801496,494,Kenya,Africa,KEN
29802093,69,Canada,North America,CAN
29802215,102,USA,North America,USA
29802293,245,UK,Europe,GBR
29802320,122,USA,North America,USA
29802770,537,USA,North America,USA
29802791,279,Australia,Asia-Pacific,AUS
29802852,44,USA,North America,USA
29802965,298,USA,North America,USA
29802967,866,USA,North America,USA
29803589,467,USA,North America,USA
29803703,114,USA,North America,USA
29803816,211,USA,North America,USA
29804485,60,Italy,Europe,ITA
29804638,349,USA,North America,USA
29804728,305,USA,North America,USA
29804929,694,USA,North America,USA
29805981,72,Brazil,South America,BRA
29806081,62,UK,Europe,GBR
29806520,67,China,Asia-Pacific,CHN
29806557,330,Estonia,Europe,EST
29807091,313,Netherlands,Europe,NLD
29807441,240,USA,North America,USA
29807806,278,China,Asia-Pacific,CHN
29807936,109,Canada,North America,CAN
29808305,377,USA,North America,USA
29808395,142,USA,North America,USA
29808473,12,USA,North America,USA
29808819,229,Germany,Europe,DEU
29809024,823,USA,North America,USA
29813074,170,South Africa,Africa,ZAF
29813111,20,Germany,Europe,DEU
29813147,858,USA,North America,USA
29813149,975,Finland,Europe,FIN
29813159,764,USA,North America,USA
29842903,177,USA,North America,USA
29843074,299,South Africa,Africa,ZAF
29843449,160,Brazil,South America,BRA
29843467,47,Switzerland,Europe,CHE
29843507,80,USA,North America,USA
29843644,240,China,Asia-Pacific,CHN
29843670,360,USA,North America,USA
29843676,127,Germany,Europe,DEU
29843755,45,USA,North America,USA
29843811,331,USA,North America,USA
29843814,693,South Africa,Africa,ZAF
29844423,625,China,Asia-Pacific,CHN
29844496,39,UK,Europe,GBR
29845723,72,Japan,Asia-Pacific,JPN
29845901,148,Australia,Asia-Pacific,AUS
29845932,147,UK,Europe,GBR
29846031,248,Germany,Europe,DEU
29846278,276,USA,North America,USA
29846435,66,Brazil,South America,BRA
29846623,193,USA,North America,USA
29846770,32,South Korea,Asia-Pacific,KOR
29846836,40,Uganda,Africa,UGA
29847157,33,USA,North America,USA
29847222,30,USA,North America,USA
29847382,60,USA,North America,USA
29847509,820,USA,North America,USA
29847892,76,South Korea,Asia-Pacific,KOR
29848044,351,Botswana,Africa,BWA
29848106,163,UK,Europe,GBR
29848186,600,Ireland,Europe,IRL
29848412,494,UK,Europe,GBR
29848787,75,Hong Kong,Asia-Pacific,CHN
29848902,403,Japan,Asia-Pacific,JPN
29848962,11,China,Asia-Pacific,CHN
29848993,58,Poland,Europe,POL
29850764,214,USA,North America,USA
29850873,1157,USA,North America,USA
29850922,160,Denmark,Europe,DNK
29850937,27,USA,North America,USA
29850955,400,Australia,Asia-Pacific,AUS
29850990,45,Germany,Europe,DEU
29851748,93,Sweden,Europe,SWE
29851803,200,Taiwan,Asia-Pacific,TWN
29851804,200,Malaysia,Asia-Pacific,MYS
29851894,4600,USA,North America,USA
29851998,23,Portugal,Europe,PRT
29852038,556,USA,North America,USA
29852045,83,Sweden,Europe,SWE
29853843,28,China,Asia-Pacific,CHN
29854085,52,South Korea,Asia-Pacific,KOR
29855167,83,UK,Europe,GBR
29855271,208,Philippines,Asia-Pacific,PHL
29855294,254,USA,North America,USA
29855308,65,Iran,Middle East,IRN
29855315,460,USA,North America,USA
29855352,360,USA,North America,USA
29855364,228,Brazil,South America,BRA
29855372,43,USA,North America,USA
29855373,381,Cote d'Ivoire,Africa,CIV
29855611,408,Australia,Asia-Pacific,AUS
29855660,12,Netherlands,Europe,NLD
29855838,312,USA,North America,USA
29855839,64,USA,North America,USA
29855840,188,USA,North America,USA
29855986,197,Czech Republic,Europe,CZE
29856312,203,UK,Europe,GBR
29856651,13,Japan,Asia-Pacific,JPN
29856685,150,Greece,Europe,GRC
29856832,13,USA,North America,USA
29856848,120,Rwanda,Africa,RWA
29857776,55,USA,North America,USA
29857780,24,Austria,Europe,AUT
29857783,512,Poland,Europe,POL
29858393,60,USA,North America,USA
29858411,62,Pakistan,Asia-Pacific,PAK
29858412,15,Australia,Asia-Pacific,AUS
29858417,280,USA,North America,USA
29858418,60,China,Asia-Pacific,CHN
29858421,180,Brazil,South America,BRA
29858713,44,USA,North America,USA
29859056,945,Australia,Asia-Pacific,AUS
29859132,14,Singapore,Asia-Pacific,SGP
29859917,65,USA,North America,USA
29860242,504,USA,North America,USA
29860363,12459,UK,Europe,GBR
29860453,17046,Belarus,Europe,BLR
29860917,10273,USA,North America,USA
29860937,450,France,Europe,FRA
29860967,613,UK,Europe,GBR
29861026,100,USA,North America,USA
29861139,171,Canada,North America,CAN
29861487,534,Canada,North America,CAN
29862258,57,China,Asia-Pacific,CHN
29862484,138,USA,North America,USA
29862617,240,Japan,Asia-Pacific,JPN
29862619,143,South Korea,Asia-Pacific,KOR
29862945,55,Peru,South America,PER
29863459,102,UK,Europe,GBR
29863610,57,Denmark,Europe,DNK
29863955,702,USA,North America,USA
29864037,74,USA,North America,USA
29864043,242,Canada,North America,CAN
29864132,615,Tanzania,Africa,TZA
29864467,937,USA,North America,USA
29865227,48,Thailand,Asia-Pacific,THA
29865281,26,USA,North America,USA
29865929,68,Brazil,South America,BRA
29866086,80,Netherlands,Europe,NLD
29866116,160,Kenya,Africa,KEN
29866127,27,Ghana,Africa,GHA
29866147,60,Italy,Europe,ITA
29866165,254,UK,Europe,GBR
29866187,73,Iran,Middle East,IRN
29866192,784,Sierra Leone,Africa,SLE
29866385,392,USA,North America,USA
29866467,182,USA,North America,USA
29868778,402,USA,North America,USA
29868853,72,Japan,Asia-Pacific,JPN
29868868,200,USA,North America,USA
29868877,22,USA,North America,USA
29868911,30,Australia,Asia-Pacific,AUS
29868915,48,Germany,Europe,DEU
29869333,42,Australia,Asia-Pacific,AUS
29869601,2602,Thailand,Asia-Pacific,THA
29870501,46,Malawi,Africa,MWI
29870855,551,Netherlands,Europe,NLD
29870867,120,USA,North America,USA
29871371,50,South Korea,Asia-Pacific,KOR
29871619,126,Uganda,Africa,UGA
29871676,340,Germany,Europe,DEU
29871891,836,USA,North America,USA
29871978,182,USA,North America,USA
29872280,12054,Japan,Asia-Pacific,JPN
29872289,50,China,Asia-Pacific,CHN
29872512,144,Malawi,Africa,MWI
29873004,880,China,Asia-Pacific,CHN
29873093,662,USA,North America,USA
29873315,100,China,Asia-Pacific,CHN
29873684,123,Germany,Europe,DEU
29873956,244,Russia,Europe,RUS
29874228,885,Thailand,Asia-Pacific,THA
29874236,100,India,Asia-Pacific,IND
29874375,123,Germany,Europe,DEU
29874528,100,France,Europe,FRA
29874535,300,USA,North America,USA
29874805,42,Norway,Europe,NOR
29875020,90,Iran,Middle East,IRN
29875024,90,Germany,Europe,DEU
29876577,60,Singapore,Asia-Pacific,SGP
29877128,80,USA,North America,USA
29877169,184,Kenya,Africa,KEN
29877199,107,Japan,Asia-Pacific,JPN
29878035,144,Ireland,Europe,IRL
29878061,232,Canada,North America,CAN
29878183,201,UK,Europe,GBR
29878267,142,Malaysia,Asia-Pacific,MYS
29878280,54,Switzerland,Europe,CHE
29879045,101,China,Asia-Pacific,CHN
29879143,24,USA,North America,USA
29879268,80,USA,North America,USA
29879277,90,USA,North America,USA
29879942,287,South Africa,Africa,ZAF
29880048,427,UK,Europe,GBR
29880098,589,Greece,Europe,GRC
29880238,101,UK,Europe,GBR
29880562,2017,Malawi,Africa,MWI
29880563,703,UK,Europe,GBR
29880750,9,Australia,Asia-Pacific,AUS
29880769,206,New Zealand,Asia-Pacific,NZL
29880794,751,China,Asia-Pacific,CHN
29880851,208,Romania,Europe,ROU
29880873,29,France,Europe,FRA
29881465,160,UK,Europe,GBR
29882677,44,USA,North America,USA
29882722,38,USA,North America,USA
29882841,60,Belgium,Europe,BEL
29882843,122,UK,Europe,GBR
29882884,56,China,Asia-Pacific,CHN
29882961,39,USA,North America,USA
29883190,801,USA,North America,USA
29883479,140,Germany,Europe,DEU
29883769,535,USA,North America,USA
29883839,876,France,Europe,FRA
29884161,128,Malaysia,Asia-Pacific,MYS
29884231,20,Norway,Europe,NOR
29884608,374,UK,Europe,GBR
29884657,302,USA,North America,USA
29886347,165,Sweden,Europe,SWE
29886442,114,France,Europe,FRA
29886765,430,China,Asia-Pacific,CHN
29887537,114,Japan,Asia-Pacific,JPN
29888275,64,Iraq,Middle East,IRQ
29888454,241,Japan,Asia-Pacific,JPN
29889239,644,Thailand,Asia-Pacific,THA
29889245,222,UK,Europe,GBR
29889248,291,Finland,Europe,FIN
29889843,228,Thailand,Asia-Pacific,THA
29890048,900,South Africa,Africa,ZAF
29890086,274,USA,North America,USA
29890298,156,USA,North America,USA
29890670,114,Indonesia,Asia-Pacific,IDN
29890724,27,Canada,North America,CAN
29890985,40,Spain,Europe,ESP
29891538,15,USA,North America,USA
29891834,345,South Korea,Asia-Pacific,KOR
29892042,24,USA,North America,USA
29892933,40,Japan,Asia-Pacific,JPN
29893223,348,UK,Europe,GBR
29893296,500,India,Asia-Pacific,IND
29893446,942,USA,North America,USA
29893769,100,USA,North America,USA
29893977,52,USA,North America,USA
29894202,50,USA,North America,USA
