PMID,TA,JID,Category
25431855,J Pediatr (Rio J),2985188R,N
25431346,Trials,101263253,E
25431271,Eur Respir J,8803460,C
25431225,BMJ Open,101552874,H
25431150,J Neurooncol,8309335,C
25431086,Malar J,101139802,C
25430726,BMC Res Notes,101462768,H
25429720,Trials,101263253,E
25428714,BMC Med,101190723,H
25428632,BMJ Open,101552874,H
25428209,J Am Heart Assoc,101580524,C
25428164,Trials,101263253,E
25427944,Eur Addict Res,9502920,C
25428140,BMC Psychiatry,100968559,F
25427845,BMC Public Health,100968562,N
25427747,Cell Stress Chaperones,9610925,D
25427568,BMC Geriatr,100968548,H
25426542,Eur J Phys Rehabil Med,101465662,E
25425979,Tex Heart Inst J,8214622,H
25425736,Am J Alzheimers Dis Other Demen,101082834,C
25425704,Respir Care,7510357,E
25425655,Gut,2985108R,H
25425651,Arch Dis Child Fetal Neonatal Ed,9501297,C
25432220,Indian Pediatr,2985062R,H
25425638,J Int Assoc Provid AIDS Care,101603896,C
25425162,BMC Fam Pract,100967792,H
25424991,Clin J Am Soc Nephrol,101271570,H
25424990,Clin J Am Soc Nephrol,101271570,H
25424573,J Am Heart Assoc,101580524,C
25424425,BMC Health Serv Res,101088677,H
25423041,PLoS Med,101231360,N
25422394,Am J Trop Med Hyg,370507,H
25422027,BMC Pediatr,100967804,H
25421976,Hypertension,7906255,G
25425504,Trials,101263253,E
25421363,BMC Fam Pract,100967792,H
25420793,BMC Infect Dis,100968551,C
25420431,BMC Psychiatry,100968559,F
25418979,Eur J Heart Fail,100887595,C
25419583,J Consult Clin Psychol,136553,F
25418542,Nutr J,101152213,G
25417775,Cancer,374236,C
25417405,J Tradit Chin Med,8211546,E
25417403,J Tradit Chin Med,8211546,E
25417174,Breast Cancer Res Treat,8111104,C
25417120,Trials,101263253,E
25416738,Neurorehabil Neural Repair,100892086,C
25417402,J Tradit Chin Med,8211546,E
25416557,Trials,101263253,E
25416514,BMC Musculoskelet Disord,100968565,C
25416400,BMC Musculoskelet Disord,100968565,C
25415807,N Engl J Med,255562,H
25415413,J Athl Train,9301647,H
25414318,Clin J Am Soc Nephrol,101271570,H
25414061,Trials,101263253,E
25414250,Arch Dis Child,372434,H
25414095,Trials,101263253,E
25413828,Virol Sin,101514185,H
25413133,Lung,7701875,G
25412724,J Int Assoc Provid AIDS Care,101603896,C
25411293,Am J Clin Nutr,376027,G
25411291,Am J Clin Nutr,376027,G
25411289,Am J Clin Nutr,376027,G
25411039,J Nutr,404243,G
25410885,Cancer,374236,C
25410653,Eur J Heart Fail,100887595,C
25410607,BMJ Open,101552874,H
25410412,BMC Womens Health,101088690,N
25410205,Clin Vaccine Immunol,101252125,E
25409886,Trials,101263253,E
25409911,BMC Res Notes,101462768,H
25409877,Arq Bras Cardiol,421031,H
25409776,Trials,101263253,E
25409738,Trials,101263253,E
25409678,Trials,101263253,E
25409545,Trials,101263253,E
25409546,Malar J,101139802,C
25409371,N Engl J Med,255562,H
25408736,J Med Life,101477617,H
25408735,J Med Life,101477617,H
25407966,BMC Cancer,100967800,C
25407957,BMC Pulm Med,100968563,C
25407792,Cardiovasc Diabetol,101147637,C
25407695,BMC Public Health,100968562,N
25407559,Int J Clin Oncol,9616295,C
25407464,BMC Public Health,100968562,N
25407009,BMC Psychiatry,100968559,F
25406966,Eur J Clin Nutr,8804070,G
25406657,BMC Pharmacol Toxicol,101590449,H
25406690,BMC Musculoskelet Disord,100968565,C
25406226,Cancer Epidemiol Biomarkers Prev,9200608,C
25405392,N Engl J Med,255562,H
25405390,N Engl J Med,255562,H
25404336,Proc Natl Acad Sci U S A,7505876,H
25404215,BMC Psychiatry,100968559,F
25404142,BMC Public Health,100968562,N
25404126,Malar J,101139802,C
25403813,BMC Psychiatry,100968559,F
25403703,Trials,101263253,E
25403522,J Gen Intern Med,8605834,H
25403582,Ann Oncol,9007735,C
25403470,BMC Psychiatry,100968559,F
25403311,BMC Musculoskelet Disord,100968565,C
25403027,Cultur Divers Ethnic Minor Psychol,100956435,F
25403016,J Consult Clin Psychol,136553,F
25402562,Int J Environ Res Public Health,101238455,E
25402400,Ann Intern Med,372351,H
25402401,Ann Intern Med,372351,H
25402398,Ann Intern Med,372351,H
25400471,World J Gastroenterol,100883448,C
25400472,World J Gastroenterol,100883448,C
25400470,World J Gastroenterol,100883448,C
25399847,Circ Cardiovasc Qual Outcomes,101489148,E
25399733,N Engl J Med,255562,H
25399948,Pediatr Blood Cancer,101186624,C
25399731,N Engl J Med,255562,H
25399048,Trials,101263253,E
25398967,Circ Heart Fail,101479941,C
25396407,Rev Diabet Stud,101227575,C
25395906,J Health Popul Nutr,100959228,G
25402403,Ann Intern Med,372351,H
25395386,Am J Transplant,100968638,E
25394949,BMC Surg,100968567,E
25394847,Sci Rep,101563288,H
25394474,Trials,101263253,E
25393894,Acta Ophthalmol,101468102,C
25392071,Circ J,101137683,C
25392204,BMC Public Health,100968562,N
25391431,Trials,101263253,E
25389284,J Am Heart Assoc,101580524,C
25388906,Pathog Glob Health,101583421,H
25388563,Trials,101263253,E
25387783,Circ Cardiovasc Qual Outcomes,101489148,E
25386945,PLoS Med,101231360,N
25386736,AIDS Res Hum Retroviruses,8709376,B
25385705,Obesity (Silver Spring),101264860,C
25385096,Antimicrob Agents Chemother,315061,E
25385024,J Behav Med,7807105,H
25384542,Acta Ophthalmol,101468102,C
25384513,Eur J Phys Rehabil Med,101465662,E
25384463,Obesity (Silver Spring),101264860,C
25384069,J Abnorm Psychol,34461,F
25383998,Psychol Serv,101214316,N
25383582,Psychol Assess,8915253,F
25382710,Matern Child Nutr,101201025,G
25381721,Trials,101263253,E
25381593,Trials,101263253,E
25381560,Trials,101263253,E
25381449,Schizophr Bull,236760,F
25381429,J Am Soc Nephrol,9013836,H
25381393,J Natl Cancer Inst,7503089,C
25381076,J Am Board Fam Med,101256526,H
25381079,J Am Board Fam Med,101256526,H
25381032,BMC Cardiovasc Disord,100968539,C
25378974,Korean J Intern Med,8712418,H
25377907,Calcif Tissue Int,7905481,G
25377520,Implement Sci,101258411,H
25377444,J Neurovirol,9508123,C
25377349,Qual Life Res,9210257,E
25377297,Hong Kong Med J,9512509,H
25377067,Trials,101263253,E
25376940,Trials,101263253,E
25376884,Trials,101263253,E
25376862,J Natl Cancer Inst,7503089,C
25376639,Am J Hypertens,8803676,C
25377015,BMJ Open,101552874,H
25376396,Obesity (Silver Spring),101264860,C
25376267,Am J Transplant,100968638,E
25374047,BMC Med,101190723,H
25373834,J Gen Intern Med,8605834,H
25372911,Rev Bras Cir Cardiovasc,9104279,E
25373320,Med Oncol,9435512,C
25372087,N Engl J Med,255562,H
25372086,N Engl J Med,255562,H
25372085,N Engl J Med,255562,H
25371534,J Infect Dis,413675,C
25370899,Sci Rep,101563288,H
25370504,Trials,101263253,E
25370364,Trials,101263253,E
25370185,Trials,101263253,E
25369488,JAMA,7501160,H
25369200,PLoS Med,101231360,N
25367544,Pediatrics,376422,H
25367636,Scand J Work Environ Health,7511540,N
25366674,BMJ Open,101552874,H
25366680,J Clin Oncol,8309333,H
25366684,J Clin Oncol,8309333,H
25366037,Trials,101263253,E
25365686,Am J Manag Care,9613960,Z
25365681,Am J Manag Care,9613960,Z
25365653,Psychol Addict Behav,8802734,C
25365268,Can J Public Health,372714,H
25364993,J Psychoactive Drugs,8113536,D
25364081,Sleep,7809084,G
25364070,Sleep,7809084,G
25363189,Glob J Health Sci,101519495,H
25363176,Glob J Health Sci,101519495,H
25363175,Glob J Health Sci,101519495,H
25363124,Glob J Health Sci,101519495,H
25363150,Br J Haematol,372544,H
25363118,Glob J Health Sci,101519495,H
25363101,Glob J Health Sci,101519495,H
25363099,Glob J Health Sci,101519495,H
25362103,J Pediatr Psychol,7801773,F
25362008,Indian Pediatr,2985062R,H
25361981,Ann Oncol,9007735,C
25361841,BMJ Open,101552874,H
25361615,Part Fibre Toxicol,101236354,D
25361563,BMC Pregnancy Childbirth,100967799,C
25361548,J Radiat Res,376611,G
25361537,Eur Arch Psychiatry Clin Neurosci,9103030,F
25361165,Clin Toxicol (Phila),101241654,H
25359435,Health Technol Assess,9706284,N
25359354,Eur Respir J,8803460,C
25359307,Trials,101263253,E
25359128,Implement Sci,101258411,H
25358909,Int J Behav Nutr Phys Act,101217089,I
25358425,Public Health Nutr,9808463,H
25357122,PLoS Negl Trop Dis,101291488,H
25356053,World J Gastroenterol,100883448,C
25356046,World J Gastroenterol,100883448,C
25355774,J Dent Res,354343,E
25355797,Clin Vaccine Immunol,101252125,E
25355211,J Neurosci,8102140,H
25354769,Trials,101263253,E
25354581,Trials,101263253,E
25354103,N Engl J Med,255562,H
25353306,Addict Biol,9604935,C
25352870,Afr Health Sci,101149451,H
25358679,BMJ Open,101552874,H
25352865,Afr Health Sci,101149451,H
25352438,Am J Physiol Endocrinol Metab,100901226,G
25352050,Trials,101263253,E
25351765,BMC Complement Altern Med,101088661,E
25351573,BMC Musculoskelet Disord,100968565,C
25352018,Int J Urol,9440237,C
25351370,Health Technol Assess,9706284,N
25351456,Support Care Cancer,9302957,I
25351016,Isr Med Assoc J,100930740,H
25349321,Pediatrics,376422,H
25349310,Pediatrics,376422,H
25349302,J Clin Oncol,8309333,H
25349296,J Clin Oncol,8309333,H
25349205,J Am Soc Nephrol,9013836,H
25349179,Clin Trials,101197451,H
25349017,J Transl Med,101190741,H
25348614,BMC Nephrol,100967793,C
25348459,Trials,101263253,E
25348259,BMC Med,101190723,H
25348346,Trials,101263253,E
25348157,Trials,101263253,E
25348087,Trials,101263253,E
25348033,Trials,101263253,E
25348000,J Clin Oncol,8309333,H
25347723,Scand J Prim Health Care,8510679,N
25348002,J Clin Oncol,8309333,H
25347024,Psychol Addict Behav,8802734,C
25346382,Psychol Health,8807983,I
25346026,Trials,101263253,E
25346332,Crit Care,9801902,E
25345982,J Travel Med,9434456,I
25344737,BMC Complement Altern Med,101088661,E
25344944,Soc Cogn Affect Neurosci,101288795,H
25344703,Trials,101263253,E
25344393,Trials,101263253,E
25344361,Ann Oncol,9007735,C
25344328,Trials,101263253,E
25343949,Clin J Am Soc Nephrol,101271570,H
25343963,BMC Cancer,100967800,C
25343848,BMC Pregnancy Childbirth,100967799,C
25343850,Nutr J,101152213,G
25343269,J Int Neuropsychol Soc,9503760,C
25343191,Ann Am Thorac Soc,101600811,C
25342641,BMC Psychiatry,100968559,F
25341453,BMJ Open,101552874,H
25339740,J Neurosci,8102140,H
25339642,Rheumatology (Oxford),100883501,C
25339342,J Headache Pain,100940562,F
25338927,Headache,2985091R,C
25337976,Clin Orthop Relat Res,75674,H
25337750,N Engl J Med,255562,H
25337749,N Engl J Med,255562,H
25336730,J Infect Dis,413675,C
25336467,Circ Cardiovasc Interv,101499602,E
25336745,Diabetes Care,7805975,C
25336193,Trials,101263253,E
25336055,Trials,101263253,E
25335963,BMJ Open,101552874,H
25336114,Gut,2985108R,H
25335962,BMJ Open,101552874,H
25336121,Trials,101263253,E
25332483,J Nutr,404243,G
25332472,J Nutr,404243,G
25332473,J Nutr,404243,G
25332355,J Am Med Inform Assoc,9430800,L
25332325,Am J Clin Nutr,376027,G
25332327,Am J Clin Nutr,376027,G
25332317,Clin J Am Soc Nephrol,101271570,H
25332249,J Clin Oncol,8309333,H
25331699,Antimicrob Agents Chemother,315061,E
25330848,BMC Pediatr,100967804,H
25330801,Carcinogenesis,8008055,C
25329436,AIDS Care,8915313,I
25329201,Ann Intern Med,372351,H
25328079,Endocr J,9313485,H
25327775,Neurourol Urodyn,8303326,H
25326876,Nutr J,101152213,G
25326691,Nat Neurosci,9809671,H
25326508,Psychol Sci,9007542,F
25326163,BMC Res Notes,101462768,H
25326035,BMC Psychiatry,100968559,F
25325609,J Clin Sleep Med,101231977,G
25324541,Hum Reprod,8701199,G
25324317,BMJ Open,101552874,H
25324220,J Gerontol A Biol Sci Med Sci,9502837,H
25322766,Implement Sci,101258411,H
25322078,NPJ Prim Care Respir Med,101631999,E
25322311,Am J Public Health,1254074,H
25321341,Phys Med Biol,401220,H
25321314,J Womens Health (Larchmt),101159262,N
25320361,Clin Cancer Res,9502500,C
25320235,Sci Transl Med,101505086,H
25319802,Trials,101263253,E
25319187,J Am Heart Assoc,101580524,C
25318980,BMC Public Health,100968562,N
25318999,BMC Infect Dis,100968551,C
25318563,BMC Public Health,100968562,N
25317990,Am J Respir Crit Care Med,9421642,C
25316904,CMAJ,9711805,H
25316715,J Diabetes Sci Technol,101306166,C
25316464,Saudi Med J,7909441,H
25316259,Ann Oncol,9007735,C
25315893,Trials,101263253,E
25315887,Br J Radiol,373125,H
25315325,BMC Med,101190723,H
25315644,BMC Nephrol,100967793,C
25315148,BMC Res Notes,101462768,H
25314069,Br J Cancer,370635,C
25314063,Br J Cancer,370635,C
25314034,Angle Orthod,370550,E
25313586,AIDS,8710219,C
25313213,Antimicrob Agents Chemother,315061,E
25312998,Cancer Epidemiol Biomarkers Prev,9200608,C
25312546,BMC Psychiatry,100968559,F
25311998,BMC Infect Dis,100968551,C
25311699,Am J Trop Med Hyg,370507,H
25311693,Am J Trop Med Hyg,370507,H
25311633,Eur J Heart Fail,100887595,C
25311746,Ann Vasc Surg,8703941,E
25311600,Pediatrics,376422,H
25311554,Eur J Heart Fail,100887595,C
25311218,J Clin Oncol,8309333,H
25311148,Addiction,9304118,C
25310525,Med Care,230027,N
25310464,Scand J Work Environ Health,7511540,N
25310116,J Acquir Immune Defic Syndr,100892005,C
25309087,World J Gastroenterol,100883448,C
25308211,J Orthop Sci,9604934,H
25307622,J Heart Lung Transplant,9102703,E
25306451,JACC Heart Fail,101598241,C
25306220,J Physiother,101528691,E
25305506,Gastroenterology,374630,H
25305352,J Steroid Biochem Mol Biol,9015483,D
25305179,Am J Physiol Heart Circ Physiol,100901228,G
25305000,Tuberculosis (Edinb),100971555,C
25304996,Health Res Policy Syst,101170481,H
25304947,Int J Radiat Oncol Biol Phys,7603616,H
25304939,BMC Med Educ,101088679,I
25304934,BMC Musculoskelet Disord,100968565,C
25304851,Lancet Oncol,100957246,C
25304364,Trials,101263253,E
25304296,Lipids Health Dis,101147696,G
25304187,BMC Res Notes,101462768,H
25303370,Blood Cancer J,101568469,C
25302852,Br J Haematol,372544,H
25302753,Eur J Heart Fail,100887595,C
25303111,Birth,8302042,E
25301896,J Appl Physiol (1985),8502536,H
25301859,Heart,9602087,C
25301816,Nicotine Tob Res,9815751,J
25301457,J Am Coll Cardiol,8301365,H
25301459,J Am Coll Cardiol,8301365,H
25300916,Appetite,8006808,J
25300874,Trials,101263253,E
25300863,Lancet Infect Dis,101130150,C
25300611,BMC Neurol,100968555,C
25300037,Health Technol Assess,9706284,N
25298578,Indian J Pharmacol,7902477,H
25298028,J Infect Dis,413675,C
25297012,Lancet Neurol,101139309,H
25296741,Eur J Phys Rehabil Med,101465662,E
25296655,BMJ Open,101552874,H
25296401,IEEE Trans Biomed Eng,12737,J
25298196,AIDS Care,8915313,I
25295681,Braz J Psychiatry,100895975,H
25294104,Trials,101263253,E
25293975,Implement Sci,101258411,H
25293888,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,101181368,H
25293882,Trials,101263253,E
25293834,BMC Complement Altern Med,101088661,E
25293387,BMJ Open,101552874,H
25293368,J Infect Dis,413675,C
25293355,J Thorac Cardiovasc Surg,376343,H
25291318,Diabetes Technol Ther,100889084,C
25290658,Subst Use Misuse,9602153,C
25290556,AIDS Patient Care STDS,9607225,C
25288473,Daru,101125969,H
25288141,JAMA Pediatr,101589544,H
25288125,Trials,101263253,E
25288035,Contraception,234361,E
25287953,Eur J Phys Rehabil Med,101465662,E
25287825,J Clin Oncol,8309333,H
25287779,BMC Neurol,100968555,C
25287629,Respir Res,101090633,C
25287751,Int J Obes (Lond),101256108,C
25287144,Eur J Heart Fail,100887595,C
25287106,BMJ Open,101552874,H
25286782,Taiwan J Obstet Gynecol,101213819,C
25286175,J Fam Psychol,8802265,F
25286174,J Fam Psychol,8802265,F
25286167,Int J Environ Res Public Health,101238455,E
25286015,Amyotroph Lateral Scler Frontotemporal Degener,101587185,F
25285887,Int J Dev Neurosci,8401784,H
25285748,J Card Fail,9442138,A
25285539,Ann Intern Med,372351,H
25284142,BMC Gastroenterol,100968547,H
25283757,Dtsch Arztebl Int,101475967,N
25283350,Arch Phys Med Rehabil,2985158R,E
25282570,J Allergy Clin Immunol,1275002,C
25282563,J Allergy Clin Immunol,1275002,C
25282564,J Allergy Clin Immunol,1275002,C
25282165,Ann Thorac Surg,15030100R,C
25281710,Ann Oncol,9007735,C
25281353,Lancet Diabetes Endocrinol,101618821,C
25281275,Trials,101263253,E
25280823,J Psychosom Res,376333,F
25280810,BMJ Open,101552874,H
25280804,BMJ Open,101552874,H
25280578,BMC Cardiovasc Disord,100968539,C
25279787,ISME J,101301086,N
25280032,Int J Immunopathol Pharmacol,8911335,H
25277543,BMC Pediatr,100967804,H
25277496,Behav Res Ther,372477,F
25277334,Am J Cardiol,207277,H
25277158,Trials,101263253,E
25277170,BMC Cancer,100967800,C
25276591,Glob Health Sci Pract,101624414,H
25275513,PLoS Pathog,101238921,H
25275318,PLoS Pathog,101238921,H
25274713,Health Educ Behav,9704962,I
25274610,AAPS J,101223209,J
25273991,BMC Musculoskelet Disord,100968565,C
25272316,N Engl J Med,255562,H
25271811,Clin Exp Hypertens,9305929,C
25271603,N Engl J Med,255562,H
25271602,N Engl J Med,255562,H
25271627,J Clin Invest,7802877,H
25271389,N Engl J Med,255562,H
25270886,J Med Internet Res,100959882,H
25270861,BMJ Open,101552874,H
25270857,BMJ Open,101552874,H
25270585,Pain,7508686,C
25270426,Arthritis Res Ther,101154438,C
25269863,BMC Psychiatry,100968559,F
25270275,N Engl J Med,255562,H
25269854,Adv Ther,8611864,E
25269598,Trials,101263253,E
25268853,J Womens Health (Larchmt),101159262,N
25268516,N Engl J Med,255562,H
25268340,Asian Pac J Allergy Immunol,8402034,H
25267802,Hypertension,7906255,G
25267748,J Clin Oncol,8309333,H
25267266,Clin Orthop Relat Res,75674,H
25267385,Implement Sci,101258411,H
25266967,BMC Musculoskelet Disord,100968565,C
25267153,Vaccine,8406899,D
25267008,J Clin Hypertens (Greenwich),100888554,C
25266929,J Med Internet Res,100959882,H
25266426,Pediatrics,376422,H
25264862,J Dev Behav Pediatr,8006933,H
25264154,Pediatr Neonatol,101484755,H
25263410,Suicide Life Threat Behav,7608054,I
25262934,J Lipid Res,376606,D
25262346,BMC Complement Altern Med,101088661,E
25262168,Trials,101263253,E
25261978,BMC Endocr Disord,101088676,C
25261378,Vaccine,8406899,D
25261340,J Pain,100898657,C
25261324,Eur Respir J,8803460,C
25260557,Am J Geriatr Psychiatry,9309609,F
25260232,Trials,101263253,E
25259674,J Affect Disord,7906073,F
25258014,Cancer Epidemiol Biomarkers Prev,9200608,C
25257928,Trials,101263253,E
25261291,Breast Cancer Res Treat,8111104,C
25257804,Trials,101263253,E
25257667,Trials,101263253,E
25257518,Trials,101263253,E
25257359,Trials,101263253,E
25257210,Trials,101263253,E
25257064,Br J Psychiatry,342367,F
25256187,BMJ Open,101552874,H
25255799,BMJ,8900488,H
25254301,AIDS,8710219,C
25253665,Clin Vaccine Immunol,101252125,E
25253583,Hypertens Res,9307690,C
25253443,J Behav Med,7807105,H
25253582,Hypertens Res,9307690,C
25253199,Arthritis Res Ther,101154438,C
25252853,BMC Psychiatry,100968559,F
25252818,BMJ Open,101552874,H
25252602,Strahlenther Onkol,8603469,E
25252600,Trials,101263253,E
25251616,N Engl J Med,255562,H
25252624,BMC Musculoskelet Disord,100968565,C
25250737,JAMA Psychiatry,101589550,H
25250660,JAMA Psychiatry,101589550,H
25249568,Reprod Sci,101291249,G
25249453,BMJ,8900488,H
25249056,Int J Behav Nutr Phys Act,101217089,I
25249036,J Adolesc Health,9102136,H
25248996,BMC Med,101190723,H
25248944,BMC Res Notes,101462768,H
25248910,Stroke,235266,C
25248854,BMC Health Serv Res,101088677,H
25248497,BMJ Open,101552874,H
25247995,PLoS Med,101231360,N
25247897,Pain Physician,100954394,C
25247908,Pain Physician,100954394,C
25247319,Br J Cancer,370635,C
25247320,Br J Cancer,370635,C
25246692,Am J Trop Med Hyg,370507,H
25246693,Am J Trop Med Hyg,370507,H
25246489,Alcohol Alcohol,8310684,D
25245954,Contemp Clin Trials,101242342,H
25245413,Am J Cardiol,207277,H
25245307,Gait Posture,9416830,I
25245218,Radiat Oncol,101265111,H
25244479,Psychol Aging,8904079,G
25244465,Psychol Aging,8904079,G
25244390,J Consult Clin Psychol,136553,F
25243839,JAMA Intern Med,101589534,H
25243781,J Clin Hypertens (Greenwich),100888554,C
25242594,Int J Cancer,42124,C
25242051,Cancer Epidemiol Biomarkers Prev,9200608,C
25241756,Acta Neuropsychiatr,9612501,F
25241369,Fertil Steril,372772,C
25241364,Fertil Steril,372772,C
25241220,Arch Cardiovasc Dis,101465655,C
25240788,J Pain Symptom Manage,8605836,E
